Dataset	Site_Type	Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Blood	yonahlossee	SG	Blood	20	24999	24640	2724	10.89644	2.67099	0.30238	0.00348	0.96192	0.01381	0.00074	0.07234	0.05164	0.00144	0.92766	0.05164	0.00144	0.04566	0.01791	0.00085	0.95434	0.01791	0.00085	0.05605	0.02732	0.00105	-0.02761	0.01932	0.00348
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	28	24766	24413	2147	8.66914	1.33409	0.22248	0.00300	0.96187	0.01631	0.00081	0.07593	0.06495	0.00162	0.92407	0.06495	0.00162	0.04074	0.01773	0.00085	0.95926	0.01773	0.00085	0.06740	0.05173	0.00145	-0.01280	0.00672	0.00300
downsamp_allsnps_allsites	allsites	glutinosus_SG_FFS	glutinosus	SG	FFS	17	17314	17118	1891	10.92180	1.88333	0.69025	0.00631	0.96234	0.01361	0.00089	0.06681	0.04734	0.00165	0.93319	0.04734	0.00165	0.04525	0.01754	0.00101	0.95475	0.01754	0.00101	0.06573	0.04111	0.00154	-0.00188	0.01362	0.00631
downsamp_allsnps_allsites	allsites	welleri_IGG_FFS	welleri	IGG	FFS	4373	24742	24388	3221	13.01835	4.90502	0.40066	0.00402	0.96214	0.01302	0.00073	0.07240	0.04905	0.00141	0.92760	0.04905	0.00141	0.04681	0.01701	0.00083	0.95319	0.01701	0.00083	0.05247	0.02149	0.00093	-0.03691	0.02721	0.00402
downsamp_allsnps_allsites	allsites	cinereus_IGG_FFS	cinereus	IGG	FFS	592	23653	23409	2450	10.35809	1.94085	0.15120	0.00253	0.96235	0.01392	0.00077	0.07268	0.05342	0.00150	0.92732	0.05342	0.00150	0.04464	0.01769	0.00086	0.95536	0.01769	0.00086	0.06178	0.03519	0.00122	-0.01659	0.01204	0.00253
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	42	24330	23987	2357	9.68763	1.84554	0.13061	0.00232	0.96322	0.01412	0.00076	0.07129	0.05455	0.00150	0.92871	0.05455	0.00150	0.04261	0.01730	0.00084	0.95739	0.01730	0.00084	0.05878	0.03382	0.00118	-0.01876	0.01242	0.00232
downsamp_allsnps_allsites	allsites	cinereus_SG_FFS	cinereus	SG	FFS	675	23533	23288	2321	9.86275	2.79756	1.72750	0.00857	0.96688	0.01219	0.00072	0.06261	0.04564	0.00139	0.93739	0.04564	0.00139	0.03967	0.01551	0.00081	0.96033	0.01551	0.00081	0.05336	0.03110	0.00115	-0.01637	0.01498	0.00857
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	29	23392	23073	1983	8.47726	1.74034	0.19225	0.00287	0.96641	0.01347	0.00076	0.06616	0.05299	0.00151	0.93384	0.05299	0.00151	0.03799	0.01590	0.00082	0.96201	0.01590	0.00082	0.05547	0.03579	0.00124	-0.01603	0.00930	0.00287
downsamp_allsnps_allsites	allsites	montanus_SG_Fresh	montanus	SG	Fresh	93	25081	24720	3235	12.89821	3.75651	0.25789	0.00321	0.95588	0.01583	0.00079	0.08328	0.05902	0.00153	0.91672	0.05902	0.00153	0.05268	0.02021	0.00090	0.94732	0.02021	0.00090	0.06073	0.02690	0.00104	-0.04032	0.03054	0.00321
downsamp_allsnps_allsites	allsites	yonahlossee_SG_FFS	yonahlossee	SG	FFS	4	24225	23890	1936	7.99174	1.05003	0.04753	0.00140	0.96080	0.01787	0.00086	0.07831	0.07141	0.00172	0.92169	0.07141	0.00172	0.03958	0.01808	0.00086	0.96042	0.01808	0.00086	0.07816	0.07113	0.00171	-0.00023	0.00024	0.00140
downsamp_allsnps_allsites	allsites	montanus_IGG_Fresh	montanus	IGG	Fresh	283	25078	24717	3519	14.03222	4.79241	1.16072	0.00680	0.95755	0.01397	0.00075	0.07751	0.04904	0.00140	0.92249	0.04904	0.00140	0.05337	0.01954	0.00088	0.94663	0.01954	0.00088	0.05960	0.02439	0.00099	-0.03368	0.02725	0.00680
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	15	24841	24485	2041	8.21626	1.44745	0.24725	0.00315	0.96513	0.01467	0.00077	0.06817	0.05732	0.00152	0.93183	0.05732	0.00152	0.03798	0.01638	0.00081	0.96202	0.01638	0.00081	0.06623	0.05329	0.00146	-0.00292	0.00381	0.00315
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	41	25078	24717	4519	18.01978	3.51300	0.45967	0.00428	0.95183	0.01403	0.00075	0.09118	0.05115	0.00143	0.90882	0.05115	0.00143	0.06363	0.02068	0.00091	0.93637	0.02068	0.00091	0.07474	0.02885	0.00107	-0.02978	0.02069	0.00428
downsamp_allsnps_allsites	allsites	glutinosus_SG_Blood	glutinosus	SG	Blood	124	24489	24146	4751	19.40055	3.62314	2.08089	0.00922	0.94479	0.01636	0.00082	0.09211	0.05029	0.00143	0.90789	0.05029	0.00143	0.07162	0.02387	0.00099	0.92838	0.02387	0.00099	0.08485	0.03495	0.00119	-0.01335	0.03012	0.00922
downsamp_allsnps_allsites	allsites	montanus_SG_FFS	montanus	SG	FFS	47	24065	23731	2841	11.80553	3.99626	2.32346	0.00983	0.96557	0.01143	0.00069	0.06254	0.04008	0.00129	0.93746	0.04008	0.00129	0.04364	0.01603	0.00082	0.95636	0.01603	0.00082	0.05180	0.02382	0.00099	-0.02019	0.01990	0.00983
downsamp_allsnps_allsites	allsites	montanus_IGG_FFS	montanus	IGG	FFS	13	18804	18560	1499	7.97171	1.28903	0.20550	0.00331	0.96535	0.01482	0.00089	0.06796	0.05814	0.00176	0.93204	0.05814	0.00176	0.03725	0.01626	0.00093	0.96275	0.01626	0.00093	0.06488	0.05252	0.00167	-0.00463	0.00429	0.00331
downsamp_allsnps_allsites	allsites	cinereus_IGG_Blood	cinereus	IGG	Blood	64	15421	15285	1016	6.58842	1.32890	0.22074	0.00378	0.97417	0.01047	0.00082	0.04821	0.03877	0.00159	0.95179	0.03877	0.00159	0.02938	0.01249	0.00090	0.97062	0.01249	0.00090	0.04774	0.03574	0.00152	-0.00071	0.00551	0.00378
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	7	25067	24708	2428	9.68604	1.37743	0.23499	0.00306	0.96057	0.01591	0.00080	0.07735	0.06238	0.00158	0.92265	0.06238	0.00158	0.04393	0.01835	0.00086	0.95607	0.01835	0.00086	0.07193	0.05313	0.00146	-0.00814	0.00628	0.00306
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	17	25071	24852	2844	11.34378	2.84927	0.16384	0.00256	0.96136	0.01376	0.00074	0.07402	0.05222	0.00144	0.92598	0.05222	0.00144	0.04676	0.01806	0.00085	0.95324	0.01806	0.00085	0.05659	0.02653	0.00103	-0.02968	0.02038	0.00256
downsamp_allsnps_allsites	allsites	glutinosus_SG_Fresh	glutinosus	SG	Fresh	109	25106	24887	3693	14.70963	1.86991	0.11317	0.00212	0.94480	0.01996	0.00089	0.10573	0.07620	0.00174	0.89427	0.07620	0.00174	0.06437	0.02460	0.00099	0.93563	0.02460	0.00099	0.08935	0.04899	0.00140	-0.02458	0.01868	0.00212
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Blood	yonahlossee	SG	Blood	18	24573	24360	2508	10.20632	2.17019	0.53762	0.00468	0.96435	0.01298	0.00073	0.06702	0.04800	0.00140	0.93298	0.04800	0.00140	0.04280	0.01686	0.00083	0.95720	0.01686	0.00083	0.05569	0.02987	0.00110	-0.01886	0.01504	0.00468
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	19	24787	24569	2035	8.20995	1.25340	0.18920	0.00276	0.96528	0.01457	0.00077	0.06701	0.05619	0.00151	0.93299	0.05619	0.00151	0.03788	0.01632	0.00081	0.96212	0.01632	0.00081	0.06682	0.05429	0.00148	-0.00028	0.00377	0.00276
downsamp_allsnps_allsites	allsites	glutinosus_SG_FFS	glutinosus	SG	FFS	24	18352	18211	2086	11.36661	2.26667	1.25535	0.00827	0.96383	0.01246	0.00082	0.06171	0.04078	0.00149	0.93829	0.04078	0.00149	0.04481	0.01681	0.00096	0.95519	0.01681	0.00096	0.06172	0.03562	0.00139	-0.00018	0.01540	0.00827
downsamp_allsnps_allsites	allsites	welleri_IGG_FFS	welleri	IGG	FFS	4346	24759	24545	3659	14.77846	6.78618	0.83739	0.00582	0.96167	0.01277	0.00072	0.07302	0.04787	0.00139	0.92698	0.04787	0.00139	0.04819	0.01687	0.00083	0.95181	0.01687	0.00083	0.05233	0.01997	0.00090	-0.03964	0.03047	0.00582
downsamp_allsnps_allsites	allsites	cinereus_IGG_FFS	cinereus	IGG	FFS	334	24168	23990	2525	10.44770	1.94406	0.05281	0.00148	0.96281	0.01345	0.00075	0.07185	0.05164	0.00146	0.92815	0.05164	0.00146	0.04471	0.01754	0.00085	0.95529	0.01754	0.00085	0.06100	0.03331	0.00117	-0.01628	0.01166	0.00148
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	29	23746	23541	2168	9.12996	1.71001	0.20590	0.00294	0.96562	0.01319	0.00075	0.06578	0.05019	0.00145	0.93422	0.05019	0.00145	0.04002	0.01630	0.00083	0.95998	0.01630	0.00083	0.05747	0.03537	0.00122	-0.01247	0.01056	0.00294
downsamp_allsnps_allsites	allsites	cinereus_SG_FFS	cinereus	SG	FFS	540	23324	23160	2177	9.33373	2.47676	1.28107	0.00741	0.96754	0.01218	0.00072	0.06274	0.04663	0.00141	0.93726	0.04663	0.00141	0.03846	0.01528	0.00081	0.96154	0.01528	0.00081	0.05318	0.03236	0.00118	-0.01651	0.01197	0.00741
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	51	24281	24071	2399	9.88015	2.60879	0.40663	0.00409	0.96574	0.01261	0.00072	0.06640	0.04859	0.00141	0.93360	0.04859	0.00141	0.04096	0.01613	0.00081	0.95904	0.01613	0.00081	0.05241	0.02758	0.00107	-0.02344	0.01581	0.00409
downsamp_allsnps_allsites	allsites	montanus_SG_Fresh	montanus	SG	Fresh	92	24910	24693	2620	10.51786	1.83344	0.13882	0.00236	0.95914	0.01583	0.00080	0.07923	0.06122	0.00157	0.92077	0.06122	0.00157	0.04672	0.01898	0.00087	0.95328	0.01898	0.00087	0.06433	0.03687	0.00122	-0.02234	0.01441	0.00236
downsamp_allsnps_allsites	allsites	yonahlossee_SG_FFS	yonahlossee	SG	FFS	12	25031	24812	2586	10.33119	2.33327	0.61158	0.00494	0.96140	0.01471	0.00077	0.07447	0.05642	0.00150	0.92553	0.05642	0.00150	0.04481	0.01808	0.00085	0.95519	0.01808	0.00085	0.05877	0.03171	0.00113	-0.02444	0.01518	0.00494
downsamp_allsnps_allsites	allsites	montanus_IGG_Fresh	montanus	IGG	Fresh	113	25097	24878	3656	14.56748	5.08073	0.81322	0.00569	0.95554	0.01483	0.00077	0.08184	0.05286	0.00145	0.91816	0.05286	0.00145	0.05531	0.02026	0.00090	0.94469	0.02026	0.00090	0.06135	0.02494	0.00100	-0.03865	0.03042	0.00569
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	38	25108	24889	2827	11.25936	3.74104	0.78768	0.00560	0.96272	0.01326	0.00073	0.07126	0.05008	0.00141	0.92874	0.05008	0.00141	0.04527	0.01746	0.00083	0.95473	0.01746	0.00083	0.05323	0.02438	0.00099	-0.03167	0.02153	0.00560
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	18	23861	23655	2328	9.75651	1.71514	0.20372	0.00292	0.96475	0.01300	0.00074	0.06555	0.04772	0.00141	0.93445	0.04772	0.00141	0.04201	0.01670	0.00084	0.95799	0.01670	0.00084	0.05899	0.03431	0.00120	-0.00983	0.01224	0.00292
downsamp_allsnps_allsites	allsites	glutinosus_SG_Blood	glutinosus	SG	Blood	125	23909	23703	4347	18.18144	3.23213	1.79353	0.00866	0.94708	0.01605	0.00082	0.09045	0.05187	0.00147	0.90955	0.05187	0.00147	0.06812	0.02311	0.00098	0.93188	0.02311	0.00098	0.08267	0.03605	0.00123	-0.01407	0.02863	0.00866
downsamp_allsnps_allsites	allsites	montanus_SG_FFS	montanus	SG	FFS	89	23696	23505	2843	11.99781	4.45366	4.40309	0.01363	0.96680	0.01072	0.00067	0.05886	0.03611	0.00123	0.94114	0.03611	0.00123	0.04275	0.01541	0.00081	0.95725	0.01541	0.00081	0.05044	0.02283	0.00098	-0.01610	0.01876	0.01363
downsamp_allsnps_allsites	allsites	montanus_IGG_FFS	montanus	IGG	FFS	23	24215	24010	3197	13.20256	4.48391	3.61120	0.01221	0.96316	0.01187	0.00070	0.06710	0.04134	0.00131	0.93290	0.04134	0.00131	0.04723	0.01684	0.00083	0.95277	0.01684	0.00083	0.05584	0.02514	0.00102	-0.02156	0.01934	0.01221
downsamp_allsnps_allsites	allsites	cinereus_IGG_Blood	cinereus	IGG	Blood	147	22143	21989	1987	8.97349	1.89378	0.59191	0.00517	0.97004	0.01061	0.00069	0.05191	0.03541	0.00126	0.94809	0.03541	0.00126	0.03689	0.01440	0.00081	0.96311	0.01440	0.00081	0.05225	0.03162	0.00119	0.00052	0.01123	0.00517
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	15	25073	24854	2420	9.65182	1.37738	0.23497	0.00306	0.96083	0.01578	0.00079	0.07733	0.06226	0.00158	0.92267	0.06226	0.00158	0.04371	0.01824	0.00085	0.95629	0.01824	0.00085	0.07158	0.05286	0.00145	-0.00863	0.00574	0.00306
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	18	25025	24831	2448	9.78222	1.93135	0.06394	0.00160	0.96239	0.01457	0.00076	0.07287	0.05626	0.00150	0.92713	0.05626	0.00150	0.04326	0.01764	0.00084	0.95674	0.01764	0.00084	0.05832	0.03235	0.00114	-0.02182	0.01397	0.00160
downsamp_allsnps_allsites	allsites	glutinosus_SG_Fresh	glutinosus	SG	Fresh	55	25106	24911	3693	14.70963	1.86991	0.11317	0.00212	0.94480	0.01996	0.00089	0.10573	0.07620	0.00174	0.89427	0.07620	0.00174	0.06437	0.02460	0.00099	0.93563	0.02460	0.00099	0.08935	0.04899	0.00140	-0.02458	0.01868	0.00212
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Blood	yonahlossee	SG	Blood	8	24191	24008	2171	8.97441	1.43136	0.24530	0.00318	0.96419	0.01436	0.00077	0.06992	0.05597	0.00152	0.93008	0.05597	0.00152	0.04034	0.01684	0.00083	0.95966	0.01684	0.00083	0.06339	0.04483	0.00136	-0.00980	0.00735	0.00318
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	3	11459	11385	1062	9.26782	1.27550	0.19962	0.00417	0.96239	0.01521	0.00115	0.07095	0.05719	0.00223	0.92905	0.05719	0.00223	0.04198	0.01759	0.00124	0.95802	0.01759	0.00124	0.07115	0.05465	0.00218	0.00031	0.00626	0.00417
downsamp_allsnps_allsites	allsites	glutinosus_SG_FFS	glutinosus	SG	FFS	10	14943	14854	1407	9.41578	1.45399	0.24790	0.00407	0.96256	0.01491	0.00100	0.07094	0.05627	0.00194	0.92906	0.05627	0.00194	0.04226	0.01754	0.00108	0.95774	0.01754	0.00108	0.06875	0.05030	0.00183	-0.00328	0.00755	0.00407
downsamp_allsnps_allsites	allsites	welleri_IGG_FFS	welleri	IGG	FFS	4161	24561	24395	2318	9.43773	1.94605	0.05104	0.00144	0.96317	0.01447	0.00077	0.07235	0.05676	0.00152	0.92765	0.05676	0.00152	0.04201	0.01730	0.00084	0.95799	0.01730	0.00084	0.05720	0.03261	0.00115	-0.02272	0.01280	0.00144
downsamp_allsnps_allsites	allsites	cinereus_IGG_FFS	cinereus	IGG	FFS	123	24401	24217	4357	17.85583	7.32462	2.25318	0.00961	0.96131	0.01109	0.00067	0.07077	0.03832	0.00125	0.92923	0.03832	0.00125	0.05222	0.01646	0.00082	0.94778	0.01646	0.00082	0.05669	0.01969	0.00090	-0.02823	0.02312	0.00961
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	68	25074	24880	2653	10.58068	2.61606	0.34734	0.00372	0.96374	0.01298	0.00072	0.06880	0.04844	0.00139	0.93120	0.04844	0.00139	0.04394	0.01714	0.00083	0.95606	0.01714	0.00083	0.05444	0.02676	0.00103	-0.02429	0.01732	0.00372
downsamp_allsnps_allsites	allsites	cinereus_SG_FFS	cinereus	SG	FFS	279	24254	24077	2024	8.34502	1.95386	0.69465	0.00535	0.96770	0.01297	0.00073	0.06213	0.04957	0.00143	0.93787	0.04957	0.00143	0.03658	0.01526	0.00079	0.96342	0.01526	0.00079	0.05485	0.03770	0.00125	-0.01205	0.00997	0.00535
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	47	24446	24259	2456	10.04663	2.62031	0.38976	0.00399	0.96540	0.01262	0.00072	0.06700	0.04858	0.00141	0.93300	0.04858	0.00141	0.04157	0.01629	0.00082	0.95843	0.01629	0.00082	0.05296	0.02750	0.00106	-0.02354	0.01585	0.00399
downsamp_allsnps_allsites	allsites	montanus_SG_Fresh	montanus	SG	Fresh	134	25089	24895	3675	14.64785	2.93559	0.07198	0.00169	0.94982	0.01776	0.00084	0.09723	0.06813	0.00165	0.90277	0.06813	0.00165	0.05980	0.02226	0.00094	0.94020	0.02226	0.00094	0.07207	0.03240	0.00114	-0.04262	0.02723	0.00169
downsamp_allsnps_allsites	allsites	yonahlossee_SG_FFS	yonahlossee	SG	FFS	7	24288	24102	2096	8.62978	1.87644	1.78697	0.00858	0.96543	0.01429	0.00077	0.06742	0.05568	0.00151	0.93258	0.05568	0.00151	0.03817	0.01614	0.00082	0.96183	0.01614	0.00082	0.06491	0.05143	0.00146	-0.00431	0.00451	0.00858
downsamp_allsnps_allsites	allsites	montanus_IGG_Fresh	montanus	IGG	Fresh	57	25053	24860	3206	12.79687	3.26867	0.48310	0.00439	0.95767	0.01469	0.00077	0.07907	0.05390	0.00147	0.92093	0.05390	0.00147	0.05170	0.01955	0.00088	0.94830	0.01955	0.00088	0.06110	0.02752	0.00105	-0.03159	0.02482	0.00439
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	45	25108	24913	3021	12.03202	4.70762	0.88337	0.00593	0.96191	0.01332	0.00073	0.07280	0.05009	0.00141	0.92720	0.05009	0.00141	0.04664	0.01772	0.00084	0.95336	0.01772	0.00084	0.05272	0.02275	0.00095	-0.03683	0.02489	0.00593
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	49	25108	24913	4566	18.18544	3.82535	0.18597	0.00272	0.95165	0.01442	0.00076	0.09286	0.05416	0.00147	0.90714	0.05416	0.00147	0.06318	0.02055	0.00090	0.93682	0.02055	0.00090	0.07272	0.02722	0.00104	-0.03660	0.02431	0.00272
downsamp_allsnps_allsites	allsites	glutinosus_SG_Blood	glutinosus	SG	Blood	159	24745	24555	4927	19.91109	4.29586	2.85835	0.01075	0.94505	0.01601	0.00080	0.09050	0.04782	0.00139	0.90950	0.04782	0.00139	0.07184	0.02370	0.00098	0.92816	0.02370	0.00098	0.08287	0.03272	0.00115	-0.01456	0.03104	0.01075
downsamp_allsnps_allsites	allsites	montanus_SG_FFS	montanus	SG	FFS	38	23113	22940	2489	10.76883	3.07753	1.61038	0.00835	0.96720	0.01108	0.00069	0.06048	0.03995	0.00131	0.93952	0.03995	0.00131	0.04128	0.01542	0.00082	0.95872	0.01542	0.00082	0.05158	0.02579	0.00106	-0.01607	0.01602	0.00835
downsamp_allsnps_allsites	allsites	montanus_IGG_FFS	montanus	IGG	FFS	40	23950	23773	3022	12.61795	3.80334	2.58323	0.01039	0.96217	0.01264	0.00073	0.07066	0.04576	0.00138	0.92934	0.04576	0.00138	0.04752	0.01744	0.00085	0.95248	0.01744	0.00085	0.05812	0.02818	0.00108	-0.02335	0.01790	0.01039
downsamp_allsnps_allsites	allsites	cinereus_IGG_Blood	cinereus	IGG	Blood	61	24703	24516	3182	12.88103	3.49435	1.25281	0.00712	0.96590	0.01019	0.00064	0.05706	0.03107	0.00112	0.94294	0.03107	0.00112	0.04549	0.01563	0.00080	0.95451	0.01563	0.00080	0.05425	0.02305	0.00097	-0.00475	0.01797	0.00712
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	19	25073	24879	2420	9.65182	1.37738	0.23497	0.00306	0.96083	0.01578	0.00079	0.07733	0.06226	0.00158	0.92267	0.06226	0.00158	0.04371	0.01824	0.00085	0.95629	0.01824	0.00085	0.07158	0.05286	0.00145	-0.00863	0.00574	0.00306
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	11	25106	24761	2971	11.83382	3.17327	0.41945	0.00409	0.96087	0.01361	0.00074	0.07440	0.05080	0.00142	0.92560	0.05080	0.00142	0.04797	0.01833	0.00085	0.95203	0.01833	0.00085	0.05671	0.02573	0.00101	-0.03111	0.02081	0.00409
downsamp_allsnps_allsites	allsites	glutinosus_SG_Fresh	glutinosus	SG	Fresh	98	25108	24763	4045	16.11040	1.96726	0.03167	0.00112	0.94040	0.02101	0.00091	0.11351	0.07968	0.00178	0.88649	0.07968	0.00178	0.07008	0.02620	0.00102	0.92992	0.02620	0.00102	0.09452	0.04819	0.00139	-0.02848	0.02197	0.00112
downsamp_allsnps_allsites	allsites	yonahlossee_SG_Blood	yonahlossee	SG	Blood	10	24622	24287	2571	10.44188	2.16928	0.53866	0.00468	0.96371	0.01314	0.00073	0.06835	0.04856	0.00140	0.93165	0.04856	0.00140	0.04367	0.01712	0.00083	0.95633	0.01712	0.00083	0.05699	0.03054	0.00111	-0.01891	0.01482	0.00468
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	14	24787	24451	2035	8.20995	1.25340	0.18920	0.00276	0.96528	0.01457	0.00077	0.06701	0.05619	0.00151	0.93299	0.05619	0.00151	0.03788	0.01632	0.00081	0.96212	0.01632	0.00081	0.06682	0.05429	0.00148	-0.00028	0.00377	0.00276
downsamp_allsnps_allsites	allsites	glutinosus_SG_FFS	glutinosus	SG	FFS	10	16454	16248	1639	9.96110	2.17996	1.55875	0.00973	0.96784	0.01145	0.00083	0.05322	0.03610	0.00148	0.94678	0.03610	0.00148	0.03935	0.01509	0.00096	0.96065	0.01509	0.00096	0.05552	0.03378	0.00143	0.00371	0.01404	0.00973
downsamp_allsnps_allsites	allsites	welleri_IGG_FFS	welleri	IGG	FFS	4264	24453	24156	2881	11.78179	2.98875	0.35629	0.00382	0.96117	0.01373	0.00075	0.07444	0.05224	0.00146	0.92556	0.05224	0.00146	0.04720	0.01783	0.00085	0.95280	0.01783	0.00085	0.05790	0.02742	0.00106	-0.02784	0.02064	0.00382
downsamp_allsnps_allsites	allsites	cinereus_IGG_FFS	cinereus	IGG	FFS	363	23743	23451	2442	10.28514	1.91880	0.07461	0.00177	0.96326	0.01335	0.00075	0.07120	0.05144	0.00147	0.92880	0.05144	0.00147	0.04408	0.01734	0.00085	0.95592	0.01734	0.00085	0.06057	0.03361	0.00119	-0.01594	0.01113	0.00177
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	42	24556	24230	2633	10.72243	2.56247	0.41943	0.00413	0.96468	0.01228	0.00071	0.06645	0.04535	0.00136	0.93355	0.04535	0.00136	0.04359	0.01669	0.00082	0.95641	0.01669	0.00082	0.05437	0.02660	0.00104	-0.02044	0.01614	0.00413
downsamp_allsnps_allsites	allsites	cinereus_SG_FFS	cinereus	SG	FFS	561	24241	23935	1773	7.31405	1.38901	0.23769	0.00313	0.96800	0.01384	0.00076	0.06293	0.05440	0.00150	0.93707	0.05440	0.00150	0.03429	0.01511	0.00079	0.96571	0.01511	0.00079	0.05795	0.04599	0.00138	-0.00747	0.00529	0.00313
downsamp_allsnps_allsites	allsites	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	29	24458	24125	2489	10.17663	2.70934	0.33703	0.00371	0.96500	0.01282	0.00072	0.06789	0.04940	0.00142	0.93211	0.04940	0.00142	0.04190	0.01639	0.00082	0.95810	0.01639	0.00082	0.05274	0.02691	0.00105	-0.02550	0.01686	0.00371
downsamp_allsnps_allsites	allsites	montanus_SG_Fresh	montanus	SG	Fresh	265	25094	24749	3987	15.88826	4.71404	0.34679	0.00372	0.95286	0.01578	0.00079	0.08955	0.05862	0.00153	0.91045	0.05862	0.00153	0.05829	0.02072	0.00091	0.94171	0.02072	0.00091	0.06521	0.02598	0.00102	-0.04528	0.03222	0.00372
downsamp_allsnps_allsites	allsites	yonahlossee_SG_FFS	yonahlossee	SG	FFS	1	6762	6683	319	4.71754	1.50089	0.49379	0.00855	0.98161	0.00766	0.00106	0.03500	0.02904	0.00207	0.96500	0.02904	0.00207	0.02077	0.00901	0.00115	0.97923	0.00901	0.00115	0.03353	0.02574	0.00195	-0.00240	0.00388	0.00855
downsamp_allsnps_allsites	allsites	montanus_IGG_Fresh	montanus	IGG	Fresh	98	24689	24350	3045	12.33343	2.86528	0.92215	0.00611	0.96035	0.01342	0.00074	0.07189	0.04709	0.00138	0.92811	0.04709	0.00138	0.04931	0.01848	0.00087	0.95069	0.01848	0.00087	0.06062	0.02890	0.00108	-0.01989	0.02007	0.00611
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	24	25107	24762	2857	11.37930	3.74860	0.76815	0.00553	0.96257	0.01321	0.00073	0.07168	0.05010	0.00141	0.92832	0.05010	0.00141	0.04564	0.01754	0.00084	0.95436	0.01754	0.00084	0.05353	0.02428	0.00098	-0.03190	0.02159	0.00553
downsamp_allsnps_allsites	allsites	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	46	25111	24766	5012	19.95938	6.47015	0.60651	0.00491	0.95472	0.01319	0.00072	0.08441	0.04646	0.00136	0.91559	0.04646	0.00136	0.06008	0.01904	0.00087	0.93992	0.01904	0.00087	0.06505	0.02228	0.00094	-0.03803	0.02564	0.00491
downsamp_allsnps_allsites	allsites	glutinosus_SG_Blood	glutinosus	SG	Blood	115	24415	24084	4661	19.09072	3.90084	2.58249	0.01028	0.94666	0.01574	0.00080	0.08934	0.04874	0.00141	0.91066	0.04874	0.00141	0.06951	0.02319	0.00097	0.93049	0.02319	0.00097	0.08148	0.03335	0.00117	-0.01496	0.03030	0.01028
downsamp_allsnps_allsites	allsites	montanus_SG_FFS	montanus	SG	FFS	13	21348	21070	1843	8.63313	1.68269	0.21664	0.00319	0.96627	0.01337	0.00079	0.06572	0.05196	0.00156	0.93428	0.05196	0.00156	0.03845	0.01598	0.00087	0.96155	0.01598	0.00087	0.05641	0.03644	0.00131	-0.01396	0.00938	0.00319
